,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,282.0,128.0,11.0,0.0,21.0,196.0,6.0,373.0
EPAD,692.0,175.0,79.0,0.0,3.0,139.0,21.0,128.0
NACC,193.0,38.0,21.0,13.0,15.0,76.0,56.0,94.0
EMIF,241.0,173.0,20.0,85.0,39.0,131.0,17.0,308.0
JADNI,60.0,16.0,9.0,0.0,10.0,17.0,5.0,80.0
